Company id,Company Legal Name,DBA Names,State,# of active Licenses,# of Pending Licenses,Primary Business Types,licenses_1_list_licenseNumber,Company emails,Company Phone,Websites,Social Sites,Establishment Address
25e2805f-2989-49ac-a43e-3e378f7a690a,Progressive Treatment Solutions Warren,"DNVK 5 LLC, Consume Cannabis Co. - Bay city",MI,2,0,"Product Manufacturer, Pending Type",AU-P-000202,,+19896239600,https://consumecannabis.com,"https://consumecannabis.com/ionia-recreational-menu, https://twitter.com/consumeco, https://instagram.com/consume.canna.co, https://consumecannabis.com/dispensary-menu/illinois/oakbrook-terrace-recreational-menu","32660 Dequindre Rd, Warren, MI 48092, USA"
6889149e-b4b0-43df-a1fc-5dca9ca0253a,Mariogibson LLC,The Flower Bowl,MI,1,0,"Retailer, Pending Type",AU-R-000108,hello@flowerbowl.com,+13137779333,https://flowerbowl.com,"https://facebook.com/theflowerbowlinkster, https://cherryhill.flowerbowl.com/stores/the-flower-bowl-inkster-rd-rec","28661 Michigan Ave, Inkster, MI 48141, USA"
ee708184-8352-4251-a62b-665134674210,Remedi LLC,"Remedi, LLC, Remedi LLC",MI,1,0,"Retailer, Pending Type",ERG-004654,,+15868381010,https://joyology.com,"https://facebook.com/joyologymi%20, https://instagram.com/joyologyofficial, https://linkedin.com/company/joyologycannabliss, https://joyology.com/allegan-menu","4898 Bald Mountain Rd, Auburn Hills, MI 48326, USA"
604e0f89-b150-48d8-8fa0-d866a7dd2f5a,The Machine Grow And Processing Inc,"The Machine Grow and Processing Inc., Trap House Company, Arcanna USA",MI,7,0,"Cultivation, Pending Type, Product Manufacturer",GR-C-002311,,+16167556656,"https://arcannausa.com, https://traphousecomp.com, https://3leftscannabis.com","https://instagram.com/trap.house.company, https://twitter.com/3leftscannabis, https://facebook.com/Trap-House-Company-106216525054502, https://arcannausa.com/shop","29 Beardsley Rd suite b, Ionia, MI 48846, USA"
5ac0bbe0-c795-44fd-88cf-729d345f67d9,Qr Brands LLC,"QR Brands LLC, Quality Roots",MI,1,0,"Pending Type, Product Manufacturer",AU-P-000207,,+12693972676,https://getqualityroots.com,"https://facebook.com/getqualityroots, https://instagram.com/getqualityroots, https://linkedin.com/company/quality-roots, https://yelp.com/biz/quality-roots-battle-creek-2, https://getqualityroots.com/shop/berkley","1028 E Michigan Ave suite b, Battle Creek, MI 49014, USA"
8c493f3d-19e4-443d-9cbb-400bf00c4652,Zen Republic LLC,"Olswell Cannabis Co., Olswell-Adrian, Play Cannabis, Rkive, Zen Republic",MI,3,0,"Cultivation, Pending Type",AU-G-C-000600,huss@olswell.com,+15177593135,https://olswell.com,"https://facebook.com/olswellco, https://instagram.com/olswell.michigan, https://olswell.com/menu","1465 W Beecher St, Adrian, MI 49221, USA"
d7fb1b74-6af8-44c5-a526-8c3276e5bd75,Zenith Ventures Lansing LLC,,MI,2,0,"Pending Type, Cultivation",AU-ER-000777,,+15177087729,https://shophomegrown.com,"https://yelp.com/biz/homegrown-cannabis-company-lansing-2, https://twitter.com/hgcanna, https://instagram.com/homegrown.mi, https://facebook.com/HGCanna, https://shophomegrown.com/owosso-recreational?dtche%5Bproduct%5D=peanut-butter-runtz-flower-74229","1202 E Oakland Ave, Lansing, MI 48906, USA"
b2d04b6c-e299-4dc2-9c2f-6401ceacc762,Sapura,Sapura,MI,1,0,"Retailer, Pending Type",AU-ER-000962,support@sapuralife.com,+15179240094,https://sapuralife.com,"https://facebook.com/SapuraLife, https://instagram.com/sapuralife, https://youtube.com/channel/UCLAq66nhtJ6tez1o7cxzjRA, https://sapuralife.com/adult-use","355 S Willowbrook Rd suite f, Coldwater, MI 49036, USA"
26213371-ea74-4db7-b305-1b2b72e0a3aa,Jade Collection Of Morenci,"Jade Collection of Morenci, Living Well Laboratories LLC",MI,2,0,"Cultivation, Pending Type",AU-ER-000557,"contact@lwlabsllc.com, contact@jadecollection.co",+15174583009,https://jadecollection.co,"https://facebook.com/jadecollectionmi, https://instagram.com/jadecollectionmi, https://jadecollection.co/menu?dtche%5Bproduct%5D=jade-collection-johnny-appleseed","9081 Skyline Industrial Dr, Morenci, MI 49256, USA"
8a44d965-3b0e-4fe9-a11c-fbe736238feb,"Pinebrook Warren, LLC","Pinebrook Warren LLC, Pinebrook Warren, LLC, The Brand Lab, Cloud Cannabis - Kalamazoo",MI,2,0,"Cultivation, Pending Type",AU-ER-000802,"support@cloudcannabis.com, jkeck@kkind.com, admin@cloudcannabis.com",+12692169544,"https://kalamazoo.cloudcannabis.com/stores/cloud-cannabis-kalamazoo, https://cloudcannabis.com, https://cloudcannabis.com/dispensaries/mi/kalamazoo","https://instagram.com/cloudcannabisco, https://crunchbase.com/organization/cloud-cannabis-co, https://youtube.com/channel/UChwC42YdYS1-OLZsfV3THyQ, https://linkedin.com/company/cloudcannabis, https://facebook.com/cloudcannaco","521 E Mosel Ave suite a, Kalamazoo, MI 49004, USA"
8521a29d-418a-4db3-98e2-0ce8da39a8d8,Edgewood Cannabis,"Edgewood Cannabis, Edgewood Wellness LLC",MI,1,0,"Retailer, Pending Type",AU-ER-000310,"contact@edgewoodcannabis.com, edgewoodwellness@yahoo.com",+15175807078,https://edgewoodcannabis.com,"https://twitter.com/EdgewoodCanna, https://facebook.com/edgewoodwellness, https://youtube.com/channel/UCLk-CBkfgHLPyfj1I8zZ9oA, https://instagram.com/edgewoodcannabis, https://yelp.com/biz/edgewood-wellness-lansing, https://edgewoodcannabis.com/pages/menu, https://twitter.com/edgewoodcanna","134 E Edgewood Blvd, Lansing, MI 48911, USA"
bc4b8a22-2a72-4fd1-84ff-0970b8fb3e21,Bloom City Club,"Bloom City Club, Bloom City Club  - Sturgis",MI,2,0,"Retailer, Delivery, Pending Type",AU-ER-000171,"manager.bloomcc@gmail.com, emmettadmin@bloomcityc.com",+17345850621,"https://bloomcityclub.com/sturgis-dispensary, https://bloomcityclub.com/ann-arbor-dispensary","https://bloomcityclub.com/menu/ann-arbor-recreational, https://yelp.com/biz/bloom-city-club-ann-arbor, https://linkedin.com/company/bloom-city-club, https://pinterest.ph/bloomcityclub?fbclid=IwAR0XHOHcPn49GVghVFzpHlY58nHKWKG5BbeBPCZvCrsVklEfEm8nWYRgu1I, https://twitter.com/Bloomcannabis?fbclid=IwAR0fwfgV2oShAG60Hjaw_FXs0AwkXWueOMpVeSMCy12pbgh1OzT2JVHDpvc, https://instagram.com/bloomcityc, https://facebook.com/bloomcityclub","423 Miller Ave, Ann Arbor, MI 48103, USA"
966022c4-81a8-40d7-acf8-990481add7aa,Nature's Releaf,"Nature's ReLeaf, Nature's ReLeaf Burton Inc., Nature's ReLeaf Burton, Inc., Nature's ReLeaf Burton",MI,1,0,"Retailer, Pending Type",AU-ER-000194,,+18107683397,"https://naturesreleaf.com, https://mobile.twitter.com/naturesreleaf","https://instagram.com/naturesreleaf_, https://instagram.com/naturesreleaf_?hl=en, https://facebook.com/releafawaits, https://linkedin.com/company/nature-s-releaf, https://naturesreleaf.com/grand-rapids-1?dtche%5Bcategory%5D=flower, https://yelp.com/biz/natures-releaf-burton-burton","4086 S Dort Hwy, Burton, MI 48529, USA"
611c4f25-db8f-45ca-8e29-16511dcd50e8,Wpl Industries LLC,"KAI CANNABIS, WPL Industries, LLC, Kai Cannabis",MI,3,0,"Cultivation, Pending Type",AU-G-C-000595,david@wit-teams.com,+15174588898,https://getkai.com,"https://instagram.com/getkaico, https://facebook.com/getkaico, https://getkai.com/retail-muskegon?dtche%5Bproduct%5D=orange-push-pop-live-rosin-1g","1201 E Beecher St, Adrian, MI 49221, USA"
65a90477-4a6c-41cd-9e45-523a85ec7fb9,UNIQ CANNABIS,UNIQ CANNABIS,MI,1,0,"Retailer, Pending Type",AU-ER-002799,uniqcannabis@gmail.com,+17343843134,https://uniqcannabis.com,"https://uniqcannabis.com/shop, https://twitter.com/UniqMonroe, https://facebook.com/profile.php?id=61552675052391, https://instagram.com/uniq.monroe","14394 Laplaisance Rd, Monroe, MI 48161, USA"
e2695280-77a8-4acc-8b97-b6ce62848b34,Puff Cannabis Company,"Puff Cannabis Company, Puff",MI,3,0,"Retailer, Delivery, Events, Pending Type",ERG-000694,puffcannabiscompany@gmail.com,+19897781144,"https://puffbc.com, https://shoppuff.com, https://puffkalamazoo.com","https://twitter.com/Puffcannco, https://instagram.com/puff.lifestyles, https://shoppuff.com/brands?dtche%5Bproduct%5D=cured-flowers-temple-ball-cadillac-chem, https://linkedin.com/company/puff-cannabis-company, https://facebook.com/PuffCannaco","1680 Marquette Ave, Bay City, MI 48706, USA"
e2e93d88-f9c5-43d3-94fa-ee3097f85a21,Crafted Leaf,Crafted Leaf,MI,1,0,"Retailer, Pending Type",AU-R-000836,,+12692052137,https://craftedleafcannabis.com,https://craftedleafcannabis.com/shop?dtche%5Bpath%5D=brands%2Fcrude-boys,"314 Arlington St, Middleville, MI 49333, USA"
878b0083-af72-439d-88de-a137b2f7f68f,Thc Detroit,"THC Detroit, Thc Detroit, The Flower Bowl - Detroit",MI,1,0,"Retailer, Delivery, Pending Type",PC-000024,"thethcdetroit@gmail.com, hello@flowerbowl.com",+13132667738,"https://flowerbowl.com/dispensaries/detroit, https://thcdetroit.com, https://flowerbowl.com","https://cherryhill.flowerbowl.com/stores/the-flower-bowl-inkster-rd-rec, https://instagram.com/thc_detroit, https://facebook.com/thcdetroit, https://yelp.com/biz/thc-detroit-detroit","19533 W Warren Ave, Detroit, MI 48228, USA"
3a948780-f6a8-4486-a8d4-393115256a91,Elite Wellness Jackson,"ELITE WELLNESS JACKSON, Elite Wellness Jackson, NH VENTURES LLC",MI,2,0,"Retailer, Delivery, Pending Type",AU-ER-000495,elitewellnessjackson@gmail.com,+15173954728,"https://elitemich.com/jackson, https://elitemich.com","https://elitemich.com/bay-city?dtche%5Bcategory%5D=vaporizers, https://facebook.com/elitecanna.mi, https://instagram.com/elitecanna.mi, https://instagram.com/Elite_Jackson_mi","6031 Ann Arbor Rd, Jackson, MI 49201, USA"
d3beb4e3-f04e-464f-922c-73478bfc491d,House Of Evolution Ann Arbor,"House of Evolution Ann Arbor, House of Evolution Ann | Arbor",MI,1,0,"Retailer, Pending Type",AU-R-000792,chrisk@houseofevo.com,+17348222301,"https://houseofevolution.com, https://houseofevolution.com/about-us/ann-arbor-mi","https://houseofevolution.com/menu?dtche%5Bproduct%5D=raw-dawg-glo-3-5g-flower, https://instagram.com/houseofevolutionaa","811 N Main St, Ann Arbor, MI 48104, USA"
799676b9-968f-46d8-a999-ed916e6431ae,"CLDD,LLC","CLDD,LLC",MI,1,0,"Product Manufacturer, Pending Type",AU-P-000118,amanda.graves@monsterxtracts.com,+19894021519,https://fuel420.com,"https://fuel420.com/index.php/order-jackson?dtche%5Bcategory%5D=vaporizers, https://instagram.com/fuel.420.provisioning, https://facebook.com/Fuel420Jackson, https://twitter.com/fuel420jackson, https://youtube.com/watch?v=aIQot44uECk","1255 Falahee Rd, Jackson, MI 49203, USA"
0d0e666a-f586-4a2c-8a63-6706387b7b3b,"Green Trend, Inc.",Green Trend Inc.,MI,1,0,"Pending Type, Retailer",AU-ER-002987,"info@highsocietydispo.com, saline@highsocietydispo.com",+17344706023,"https://highsocietydispo.com, https://highsocietydispo.com/saline-dispensary","https://facebook.com/p/Saline-High-Society-100091873056721, https://instagram.com/highsocietydispomi, https://linkedin.com/company/highsocietydispo, https://highsocietydispo.com/our-menu/?dtche%5Bproduct%5D=crude-boys-fruity-peb-og-vape-cart-1g&dtche%5Blocation%5D=high-society-big-rapids1, https://highsocietydispo.com/our-menu/?dtche%5Bproduct%5D=crude-boys-fruity-peb-og-vape-cart-1g&dtche%5Blocation%5D=high-society-big-rapids1","465 E Michigan Ave, Saline, MI 48176, USA"
23576027-c601-4ce4-baf4-9d1fe8cfb3f7,Cldd LLC,"CLDD LLC, Fuel 420",MI,1,0,"Pending Type, Product Manufacturer",PR-000027,"cldd@att.net, fuel420.517@gmail.com",+15177489326,https://fuel420.com,"https://yelp.com/biz/fuel-420-jackson, https://instagram.com/fuel.420.provisioning, https://facebook.com/Fuel-420-2065936653698369, https://fuel420.com/index.php/order-jackson?dtche%5Bcategory%5D=vaporizers","1255 Falahee Rd, Jackson, MI 49203, USA"
16057d50-b6ce-4386-ae24-8fd60d967ede,Native Son Detroit LLC,"Native Son Detroit LLC, Native Son Detroit, LLC",MI,1,0,"Pending Type, Retailer",AU-ER-002658,contact@nativesondetroit.com,+19895746217,https://nativesondetroit.com,"https://youtube.com/channel/UC0jZFSj0kOWVUVKr2BI1TCA, https://facebook.com/nativesononline, https://yelp.com/biz/native-son-detroit-no-title, https://nativesondetroit.com/menu","408 E John St, Bay City, MI 48706, USA"
b1d47cec-6aa1-4ea6-a108-23ac2905f98c,Cross Street Shop,Cross Street Shop,MI,1,0,"Retailer, Pending Type",AU-ER-000383,"jobkrakowski@gmail.com, the_3mclinic@yahoo.com",+17349612770,https://crossstreetshop.com,"https://instagram.com/crossstreetshop, https://facebook.com/CrossStreetShop, https://yelp.com/biz/cross-street-shop-ypsilanti-4, https://crossstreetshop.com/recreational, https://instagram.com/crossstreetshop?hl=en","513 W Cross St, Ypsilanti, MI 48197, USA"
6f11778a-7773-4ca3-85bf-710288c8d277,Mng Holdings LLC,"MR. NICE GUY SALEM, Mr Nice Guy Salem, Mr. Nice Guy – State St",OR,1,1,"Retailer, Delivery",05010079072E3A,"1460state@mngenterprise.com, contactus@mngenterprise.com",+15039906087,https://mrniceguyretail.com,"https://linkedin.com/company/mng-technology, https://linkedin.com/company/mng-technology/about, https://facebook.com/Mr.niceguywellness, https://instagram.com/mrniceguymedford, https://twitter.com/mrniceguyoregon, https://yelp.com/biz/mr-nice-guy-salem-2, https://mrniceguyretail.com/locations","1460 State St, Salem, OR 97301, USA"
c11f4065-d1d5-4e4a-aab1-09e076d16409,The Black Market Cannabis Company LLC,The Black Market Cannabis Company LLC,MI,1,0,"Events, Pending Type",AU-ER-004044,"info@blackmarketcannabisco.com, blackmarketcannaco@gmail.com",+12312468030,"https://blackmarketcannabisco.com/about, https://blackmarketcannabisco.com","https://muskegon-checkout.blackmarketcannabisco.com/dispensary/the-shore-cannabiz, https://facebook.com/BlackMarketCannaCo, https://instagram.com/blackmarketcannaco","Michigan, USA"
73ea1783-67ab-43c4-a5df-4f5dfe5d8078,Firelight And Co LLC,"Firelight and Co. LLC, Firelight and Co., LLC",MI,1,0,"Pending Type, Retailer",AU-ER-002813,,+19062731116,https://firelightandco.com,"https://instagram.com/firelight918cr, https://firelightandco.com/order-now?dtche%5Bcategory%5D=topicals","918 Co Rd 480, Marquette, MI 49855, USA"
e9f2b0ec-d7cf-4d18-9463-7d72c067ebb3,Trimed Farm,"Trimed Farm, TriMed Farm, TRIMED FARM, Trimed Farms",MI,10,0,"Cultivation, Pending Type",AU-G-C-000379,"edenwaymm@gmail.com, chesaning@thereleafcenters.com, niles@thereleafcenters.com",+19893232071,https://thereleafcenters.com,"https://instagram.com/trimedgrow?hl=en, https://facebook.com/people/TriMed-Farms/100069190862307, https://instagram.com/trimedgrow, https://facebook.com/ReLEAFCenterChesaning, https://instagram.com/releafcentermichigan, https://facebook.com/releafcenterchesaning, https://thereleafcenters.com/niles-recreational?dtche%5Bproduct%5D=element-watermelon-mimosa-live-resin-cart, https://facebook.com/p/TriMed-Farms-100069190862307","1271 Eden Wy, Chesaning, MI 48616, USA"
ca5a2060-5586-47c9-aa84-1002c9273c97,Nature's Remedy Cannabis,"Nature's Remedy Cannabis, Nature's Remedy of Ferndale, LLC, Nature's Remedy Cannabis - Ferndale",MI,2,0,"Retailer, Delivery, Pending Type",AU-ER-001117,contact@naturesremedycannabis.com,+12483979797,"https://naturesremedycannabis.com, https://naturesremedycannabis.com/about","https://naturesremedycannabis.com/stores, https://youtube.com/channel/UCDhNXNIO17EnJiWPWzKERBg, https://facebook.com/naturesremedydispensary, https://facebook.com/Natures-Remedy-104782918934276, https://instagram.com/naturesremedycannabis?hl=en, https://twitter.com/NRC_CANNABIS, https://instagram.com/naturesremedy.cannabis","925 E Drayton St, Ferndale, MI 48220, USA"
95d1cd2b-a6aa-4e86-a289-333b8b964a30,Quality Roots Inc,"Quality Roots Inc, Quality Roots Inc., Quality Roots, Inc., Quality Roots - Waterford",MI,2,0,"Delivery, Pending Type, Retailer",AU-ER-000356,,+12484619400,https://getqualityroots.com/shop/waterford,"https://facebook.com/getqualityroots, https://instagram.com/quality.roots, https://linkedin.com/company/quality-roots, https://yelp.com/biz/quality-roots-cannabis-dispensary-waterford-waterford-township, https://getqualityroots.com/shop/berkley","1700 Tull Ct, Waterford Twp, MI 48327, USA"
df3bd125-d8df-4bcd-933e-59cad593c40f,Amsterdam Premium Cannabis Company,Amsterdam Premium Cannabis Company,MI,1,0,"Retailer, Pending Type",AU-ER-003598,info@amsterdambc.com,+19893681088,https://amsterdamhr.com,"https://amsterdamhr.com/?dtche%5Bcategory%5D=edibles, https://facebook.com/Amsterdam.MI, https://instagram.com/amsterdam.mi","231 S 1st St, Harrison, MI 48625, USA"
73eec3e5-dd58-43fa-998e-2b7895ef256b,Total Health Cultivation LLC,,MI,2,0,"Cultivation, Pending Type",AU-G-C-000332,lightskyfarms@totalhealthcollective.com,+18107777420,https://lightskyfarms.com,"https://linkedin.com/in/lightskyfarms, https://instagram.com/lightsky_farms, https://facebook.com/people/lightsky-farms/100069099826559, https://lightskyfarms.com/?dtche%5Bcategory%5D=topicals","3055 E Bristol Rd, Burton, MI 48529, USA"
7ee11c21-7b6e-4a61-ac1e-719eeb767217,Pearlserv Enterprises LLC,"VIRTUE SUPPLY COMPANY, VIRTUE SUPPLY, Virtue Supply Company",OR,1,1,"Retailer, Delivery",050102447293B7,virtuesupplycompany@gmail.com,+19719406624,https://virtuesupplycompany.com,"https://facebook.com/VirtueSupplyCompany, https://yelp.com/biz/virtue-supply-cannabis-dispensary-portland-3, https://virtuesupplycompany.com/virtue-supply-company-leafly-menu?dtche%5Bproduct%5D=wyld-elderberry-hemp-cbn-cbd-gummies","510 NW 11th Ave, Portland, OR 97209, USA"
d4e4b2e3-82d6-4edb-aef2-e9dc5ec707fd,"Nirvana Kalamazoo, LLC","Nirvana Kalamazoo LLC, Nirvana Kalamazoo, LLC",MI,1,0,"Pending Type, Retailer",AU-ER-003696,kzfd@nirvanacenter.com,+12697628038,https://nirvanacenter.com/michigan/kalamazoo,"https://linkedin.com/company/nirvana-center, https://monroerec.nirvanacenter.com/stores/the-nirvana-center-monroe/products/flower, https://tempemed.nirvanacenter.com/embed/stores/3009/products/1518875/clean-concentrates-honeydew-cucumber?fromMenu=true&recommended=false","401 N Sage St, Kalamazoo, MI 49006, USA"
8f0fac0e-f6bf-4a63-b417-3f78e8261ad5,Puddletown Organics LLC,"Puddletown Organics, Puddletown",OR,1,1,"Retailer, Delivery",0501024470087F,puddletownorganics@gmail.com,+15035586321,https://www.puddletownorganics.com/puddle-town-organics-menu,"https://facebook.com/Puddletown-Organics-1466883466961093, https://twitter.com/puddletownommp, https://puddletownorganics.com/puddle-town-organics-menu?dtche%5Bproduct%5D=the-heights-co-sherbanger-22","8201 SE Powell Blvd suite f, Portland, OR 97266, USA"
4f147ccc-b53f-4179-9803-c954f260ce06,3Fifteen,"3Fifteen, Skymint - Camden",MI,1,0,"Retailer, Pending Type",AU-ER-000124,social@skymint.com,+15172465857,https://skymint.com/dispensaries/camden-3fifteen,"https://linkedin.com/company/green-peak-innovations, https://youtube.com/channel/UCoXE2M5N2Mom9di2cLG0C-g, https://facebook.com/skymintcanna, https://instagram.com/skymintofficial, https://twitter.com/skymintcannabis","2245 W Columbia Ave, Battle Creek, MI 49015, USA"
500b9f06-7fa1-41cf-9fcb-dbe81c119d42,3Fifteen,"3Fifteen, Skymint - Grand Rapids Plainfield",MI,1,0,"Retailer, Pending Type",AU-R-000358,social@skymint.com,+15174813009,https://skymint.com/dispensaries/grand-rapids-plainfield-3fifteen,"https://linkedin.com/company/green-peak-innovations, https://youtube.com/channel/UCoXE2M5N2Mom9di2cLG0C-g, https://facebook.com/skymintcanna, https://instagram.com/skymintofficial, https://twitter.com/skymintcannabis","3423 Plainfield Ave NE, Grand Rapids, MI 49525, USA"
02865485-b8dd-45c4-83c4-9e063fa4d2fb,The Leaf Collection Inc,The Leaf Collection Inc,ON,1,0,Retailer,CROL1194574,info@theleafcollection.ca,+14165460998,"https://theleafcollection.ca/pages/home, https://theleafcollection.ca","https://theleafcollection.ca/pages/shop-now?dtche%5Bpath%5D=products%2Fpre-rolls%2Finfused, https://facebook.com/theleafcollection.tlc, https://instagram.com/theleafcollection.to","3331 Markham Rd unit 3 & 4, Scarborough, ON M1X 1S8, Canada"
749ed0ec-dcb9-40b7-8ca2-e0e2ba6c0961,Portland Asset Holdings Corporation,"AMBERLIGHT CANNABIS HOUSE, Vibe By California - Amberlight",OR,1,1,"Retailer, Delivery",0501014138FB3D,info@vibebycalifornia.com,+15032330420,https://vibebycalifornia.com/amberlight,"https://twitter.com/VibeCalifornia, https://instagram.com/vibebycalifornia_, https://facebook.com/VibeByCa, https://yelp.com/biz/vibe-portland-cannabis-dispensary-portland, https://vibebycalifornia.com/stockton-cannabis-dispensary-2, https://linkedin.com/company/vibebycalifornia, https://youtube.com/@vibebycalifornia4044","2407 SE 49th Ave, Portland, OR 97206, USA"
e1de201e-c277-496d-936b-fac171d42fab,Information Entropy I(x5,"Information Entropy I(x5), Information Entropy",MI,1,0,"Retailer, Pending Type",AU-R-000206,1115broadway@informationentropy.com,+17349294207,https://informationentropy.com,"https://youtube.com/channel/UCY5ng8goLQZaQTHm2gq9doA, https://informationentropy.com/menu, https://linkedin.com/company/information-entropy, https://facebook.com/informationentropy, https://instagram.com/informationentropy, https://twitter.com/1115_broadway, https://yelp.com/biz/information-entropy-ann-arbor, https://twitter.com/1115_Broadway","1115 Broadway St, Ann Arbor, MI 48105, USA"
5c8a3bb9-a34a-4fad-8f9d-281f4ae8c000,Med+leaf,"Med+Leaf, MED+LEAF, LLC",MI,2,0,"Retailer, Delivery, Pending Type",AU-ER-000358,med.leaf11@gmail.com,+12693083111,https://medleafmichigan.com,"https://yelp.com/biz/med-leaf-michigan-hartford, https://instagram.com/medleafpc, https://facebook.com/Med-Leaf-Provisioning-Center-106179608212699","301 W Main St, Hartford, MI 49057, USA"
11e7d564-db19-4fc6-aac0-cc2c8f7afe11,Dacut,"Dacut, DACUT, Dacut - Detroit",MI,2,0,"Retailer, Delivery, Pending Type",AU-R-000887,detroit@dacut.com,+13134991703,https://dacut.com,"https://linkedin.com/company/dacutcannabiscompany, https://facebook.com/dacut313, https://instagram.com/dacut, https://yelp.com/biz/dacut-detroit, https://shop.dacut.com/stores/dacut/product/pro-gro-x-skunk-house-han-solo-burger-hash-rosin-vape-1g-rec","12668 Gratiot Ave, Detroit, MI 48205, USA"
